'date','station','tair','twet','rh','tdew'
'2015-06-09 12:00:00',22719,15.1,'''"13.4"''','''"82"''','''"12.1"'''
'2015-06-10 12:00:00',22719,16.1,'''"12.8"''','''"66"''','''"9.8"'''
'2015-06-11 12:00:00',22719,16.8,'''"13.7"''','''"69"''','''"11.1"'''
'2015-06-12 12:00:00',22719,15.2,'''"12.4"''','''"70"''','''"9.8"'''
'2015-06-13 12:00:00',22719,15.1,'''"12.2"''','''"69"''','''"9.5"'''
'2015-06-14 12:00:00',22719,15.4,'''"13.2"''','''"77"''','''"11.4"'''
'2015-06-15 12:00:00',22719,14.2,'''"12.1"''','''"77"''','''"10.2"'''
'2015-06-16 12:00:00',22719,12.2,'''"8"''','''"52"''','''"2.7"'''
'2015-06-17 12:00:00',22719,15.1,'''"12.2"''','''"69"''','''"9.5"'''
'2015-06-18 12:00:00',22719,13.6,'''"10.7"''','''"68"''','''"7.8"'''
'2015-06-19 12:00:00',22719,18.1,'''"14.8"''','''"68"''','''"12.1"'''
'2015-06-20 12:00:00',22719,17.1,'''"15.5"''','''"84"''','''"14.4"'''
'2015-06-21 12:00:00',22719,14.3,'''"11.5"''','''"69"''','''"8.7"'''
'2015-06-22 12:00:00',22719,13.2,'''"9.9"''','''"63"''','''"6.3"'''
'2015-06-23 12:00:00',22719,9.4,'''"5.9"''','''"55"''','''"0.8"'''
'2015-06-24 12:00:00',22719,10.6,'''"8.3"''','''"71"''','''"5.6"'''
'2015-06-25 12:00:00',22719,12,'''"9.3"''','''"68"''','''"6.3"'''
'2015-06-26 12:00:00',22719,15.4,'''"13.3"''','''"78"''','''"11.6"'''
'2015-06-27 12:00:00',22719,14.9,'''"11.7"''','''"66"''','''"8.6"'''
'2015-06-28 12:00:00',22719,14.2,'''"12.8"''','''"84"''','''"11.5"'''
'2015-06-29 12:00:00',22719,15.1,'''"12.9"''','''"76"''','''"10.9"'''
'2015-06-30 12:00:00',22719,15,'''"13.1"''','''"79"''','''"11.4"'''
'2015-07-01 12:00:00',22719,14.8,'''"12.4"''','''"74"''','''"10.2"'''
'2015-07-02 12:00:00',22719,14.6,'''"12"''','''"72"''','''"9.6"'''
'2015-07-03 12:00:00',22719,16.1,'''"13.4"''','''"72"''','''"11.1"'''
'2015-07-04 12:00:00',22719,14.2,'''"13.9"''','''"97"''','''"13.7"'''
'2015-07-05 12:00:00',22719,14,'''"11.4"''','''"71"''','''"8.8"'''
'2015-07-06 12:00:00',22719,16.4,'''"13.9"''','''"74"''','''"11.8"'''
'2015-07-07 12:00:00',22719,16,'''"13.9"''','''"78"''','''"12.2"'''
'2015-07-08 12:00:00',22719,10.6,'''"8.9"''','''"78"''','''"6.9"'''
'2015-07-09 12:00:00',22719,9.6,'''"5.8"''','''"52"''','''"0.3"'''
'2015-07-10 12:00:00',22719,9.7,'''"5.2"''','''"44"''','''"-1.9"'''
'2015-07-11 12:00:00',22719,10.4,'''"7.4"''','''"62"''','''"3.5"'''
'2015-07-12 12:00:00',22719,9.7,'''"7.1"''','''"66"''','''"3.7"'''
'2015-07-13 12:00:00',22719,11.6,'''"9.5"''','''"75"''','''"7.3"'''
'2015-07-14 12:00:00',22719,13.4,'''"10.9"''','''"72"''','''"8.5"'''
'2015-07-15 12:00:00',22719,14.2,'''"13"''','''"86"''','''"11.9"'''
'2015-07-16 12:00:00',22719,14.5,'''"13.4"''','''"88"''','''"12.5"'''
'2015-07-17 12:00:00',22719,15,'''"12.5"''','''"73"''','''"10.2"'''
'2015-07-18 12:00:00',22719,11.6,'''"11.3"''','''"96"''','''"11"'''
'2015-07-19 12:00:00',22719,11.6,'''"8.9"''','''"67"''','''"5.7"'''
'2015-07-20 12:00:00',22719,13.3,'''"11.2"''','''"76"''','''"9.2"'''
'2015-07-21 12:00:00',22719,13.8,'''"9.8"''','''"56"''','''"5.2"'''
'2015-07-22 12:00:00',22719,14.3,'''"10.8"''','''"62"''','''"7.1"'''
'2015-07-23 12:00:00',22719,12,'''"11.5"''','''"94"''','''"11.1"'''
'2015-07-24 12:00:00',22719,12.4,'''"11.1"''','''"84"''','''"9.8"'''
'2015-07-25 12:00:00',22719,11.9,'''"10.9"''','''"88"''','''"10"'''
'2015-07-26 12:00:00',22719,14.6,'''"12.2"''','''"74"''','''"10"'''
'2015-07-27 12:00:00',22719,14.4,'''"14.1"''','''"97"''','''"13.9"'''
'2015-07-28 12:00:00',22719,16.1,'''"13.7"''','''"75"''','''"11.7"'''
'2015-07-29 12:00:00',22719,13.6,'''"11.3"''','''"74"''','''"9.1"'''
'2015-07-30 12:00:00',22719,12,'''"7.4"''','''"47"''','''"1.1"'''
'2015-07-31 12:00:00',22719,13.8,'''"11.5"''','''"74"''','''"9.3"'''
'2015-08-01 12:00:00',22719,14.7,'''"12"''','''"71"''','''"9.5"'''
'2015-08-02 12:00:00',22719,14.4,'''"13.5"''','''"90"''','''"12.8"'''
'2015-08-03 12:00:00',22719,17.2,'''"15.1"''','''"79"''','''"13.5"'''
'2015-08-04 12:00:00',22719,16.7,'''"13.7"''','''"70"''','''"11.2"'''
'2015-08-05 12:00:00',22719,12.2,'''"11.9"''','''"96"''','''"11.6"'''
'2015-08-06 12:00:00',22719,16.3,'''"13.7"''','''"73"''','''"11.5"'''
'2015-08-07 12:00:00',22719,12.7,'''"11.2"''','''"82"''','''"9.7"'''
'2015-08-08 12:00:00',22719,13.5,'''"10.3"''','''"64"''','''"6.8"'''
'2015-08-09 12:00:00',22719,9.8,'''"8.2"''','''"79"''','''"6.4"'''
'2015-08-10 12:00:00',22719,10.7,'''"7.8"''','''"64"''','''"4.2"'''
'2015-08-11 12:00:00',22719,9.9,'''"6.9"''','''"62"''','''"3"'''
'2015-08-12 12:00:00',22719,12.1,'''"9.2"''','''"66"''','''"6"'''
'2015-08-13 12:00:00',22719,14.2,'''"10"''','''"55"''','''"5.3"'''
'2015-08-14 12:00:00',22719,12.5,'''"11.9"''','''"93"''','''"11.4"'''
'2015-08-15 12:00:00',22719,13.6,'''"12.1"''','''"83"''','''"10.8"'''
'2015-08-16 12:00:00',22719,14.2,'''"11.8"''','''"74"''','''"9.6"'''
'2015-08-17 12:00:00',22719,13.7,'''"11.5"''','''"75"''','''"9.4"'''
'2015-08-18 12:00:00',22719,14.2,'''"11.2"''','''"67"''','''"8.2"'''
'2015-08-19 12:00:00',22719,12.6,'''"11.9"''','''"92"''','''"11.3"'''
'2015-08-20 12:00:00',22719,12.9,'''"11.6"''','''"85"''','''"10.5"'''
'2015-08-21 12:00:00',22719,13.5,'''"9.2"''','''"53"''','''"4.1"'''
'2015-08-22 12:00:00',22719,13.8,'''"11.1"''','''"70"''','''"8.4"'''
'2015-08-23 12:00:00',22719,16,'''"12.2"''','''"61"''','''"8.5"'''
'2015-08-24 12:00:00',22719,16.6,'''"13.2"''','''"66"''','''"10.2"'''
'2015-08-25 12:00:00',22719,14.1,'''"13"''','''"87"''','''"12"'''
'2015-08-26 12:00:00',22719,14.6,'''"11.3"''','''"65"''','''"8.1"'''
'2015-08-27 12:00:00',22719,15.3,'''"11.3"''','''"59"''','''"7.4"'''
'2015-08-28 12:00:00',22719,15.8,'''"12.5"''','''"66"''','''"9.5"'''
'2015-08-29 12:00:00',22719,14.8,'''"11.1"''','''"61"''','''"7.4"'''
'2015-08-30 12:00:00',22719,15.6,'''"15"''','''"93"''','''"14.5"'''
'2015-08-31 12:00:00',22719,14.5,'''"14.2"''','''"97"''','''"14"'''
'2015-09-01 12:00:00',22719,15.8,'''"15.6"''','''"98"''','''"15.5"'''
'2015-09-02 12:00:00',22719,17.8,'''"14.2"''','''"65"''','''"11.2"'''
'2015-09-03 12:00:00',22719,13.1,'''"11.7"''','''"84"''','''"10.5"'''
'2015-09-04 12:00:00',22719,13.2,'''"10.8"''','''"73"''','''"8.5"'''
'2015-09-05 12:00:00',22719,13.4,'''"11.3"''','''"76"''','''"9.3"'''
'2015-09-06 12:00:00',22719,14,'''"11.5"''','''"72"''','''"9.1"'''
'2015-09-07 12:00:00',22719,14.1,'''"10.7"''','''"63"''','''"7.2"'''
'2015-09-08 12:00:00',22719,15.4,'''"11.7"''','''"62"''','''"8.2"'''
'2015-09-09 12:00:00',22719,14.8,'''"12.5"''','''"75"''','''"10.4"'''
'2015-09-10 12:00:00',22719,14.1,'''"13.4"''','''"92"''','''"12.8"'''
'2015-09-11 12:00:00',22719,12,'''"9.5"''','''"70"''','''"6.7"'''
'2015-09-12 12:00:00',22719,12.4,'''"8.7"''','''"58"''','''"4.4"'''
'2015-09-13 12:00:00',22719,14.6,'''"11.8"''','''"70"''','''"9.2"'''
'2015-09-14 12:00:00',22719,15,'''"13.9"''','''"88"''','''"13"'''
'2015-09-15 12:00:00',22719,13.9,'''"11.5"''','''"73"''','''"9.2"'''
'2015-09-16 12:00:00',22719,14.4,'''"11.6"''','''"70"''','''"9"'''
'2015-09-17 12:00:00',22719,19.2,'''"14.2"''','''"55"''','''"10"'''
'2015-09-18 12:00:00',22719,15.4,'''"14.3"''','''"88"''','''"13.4"'''
'2015-09-19 12:00:00',22719,15.9,'''"12.6"''','''"66"''','''"9.6"'''
'2015-09-20 12:00:00',22719,12.2,'''"10.2"''','''"76"''','''"8.1"'''
'2015-09-21 12:00:00',22719,13.8,'''"10.2"''','''"61"''','''"6.4"'''
'2015-09-22 12:00:00',22719,14.8,'''"11.9"''','''"69"''','''"9.2"'''
'2015-09-23 12:00:00',22719,15.9,'''"12.8"''','''"68"''','''"10"'''
'2015-09-24 12:00:00',22719,16.9,'''"14.5"''','''"76"''','''"12.7"'''
'2015-09-25 12:00:00',22719,17.2,'''"12.4"''','''"54"''','''"7.8"'''
'2015-09-26 12:00:00',22719,17.3,'''"11.6"''','''"46"''','''"5.6"'''
'2015-09-27 12:00:00',22719,17.1,'''"12.2"''','''"53"''','''"7.5"'''
'2015-09-28 12:00:00',22719,14.3,'''"11.6"''','''"70"''','''"8.9"'''
'2015-09-29 12:00:00',22719,16.9,'''"12.8"''','''"60"''','''"9.1"'''
'2015-09-30 12:00:00',22719,16.6,'''"12.8"''','''"62"''','''"9.3"'''
'2015-10-01 12:00:00',22719,18.5,'''"13.3"''','''"52"''','''"8.5"'''
'2015-10-02 12:00:00',22719,18.1,'''"15.9"''','''"78"''','''"14.2"'''
'2015-10-03 12:00:00',22719,16.1,'''"13.5"''','''"73"''','''"11.3"'''
'2015-10-04 12:00:00',22719,17.5,'''"14.7"''','''"72"''','''"12.4"'''
'2015-10-05 12:00:00',22719,16.6,'''"12.7"''','''"61"''','''"9.1"'''
'2015-10-06 12:00:00',22719,16.7,'''"12.8"''','''"61"''','''"9.2"'''
'2015-10-07 12:00:00',22719,17.2,'''"13.9"''','''"67"''','''"11"'''
'2015-10-08 12:00:00',22719,16.2,'''"13"''','''"67"''','''"10.1"'''
'2015-10-09 12:00:00',22719,16.3,'''"10.8"''','''"46"''','''"4.7"'''
'2015-10-10 12:00:00',22719,14.9,'''"12.3"''','''"72"''','''"9.9"'''
'2015-10-11 12:00:00',22719,16.3,'''"13.2"''','''"68"''','''"10.4"'''
'2015-10-12 12:00:00',22719,17.8,'''"14.9"''','''"72"''','''"12.7"'''
'2015-10-13 12:00:00',22719,19.7,'''"16.2"''','''"68"''','''"13.6"'''
'2015-10-14 12:00:00',22719,16.1,'''"13"''','''"68"''','''"10.2"'''
'2015-10-15 12:00:00',22719,16.4,'''"13"''','''"66"''','''"10"'''
'2015-10-16 12:00:00',22719,14.9,'''"12.6"''','''"75"''','''"10.5"'''
'2015-10-17 12:00:00',22719,14.4,'''"12.8"''','''"82"''','''"11.4"'''
'2015-10-18 12:00:00',22719,17.2,'''"14.2"''','''"70"''','''"11.7"'''
'2015-10-19 12:00:00',22719,16.6,'''"12.8"''','''"62"''','''"9.3"'''
'2015-10-20 12:00:00',22719,14.8,'''"11.6"''','''"66"''','''"8.5"'''
'2015-10-21 12:00:00',22719,16.2,'''"14"''','''"77"''','''"12.2"'''
'2015-10-22 12:00:00',22719,18.4,'''"15.9"''','''"76"''','''"14.1"'''
'2015-10-23 12:00:00',22719,20.9,'''"16.5"''','''"62"''','''"13.4"'''
'2015-10-24 12:00:00',22719,13.5,'''"13.1"''','''"95"''','''"12.7"'''
'2015-10-25 12:00:00',22719,16.3,'''"12.7"''','''"64"''','''"9.5"'''
'2015-10-26 12:00:00',22719,18,'''"14"''','''"62"''','''"10.6"'''
'2015-10-27 12:00:00',22719,18,'''"14.7"''','''"68"''','''"12"'''
'2015-10-28 12:00:00',22719,19.2,'''"14.8"''','''"60"''','''"11.3"'''
'2015-10-29 12:00:00',22719,16.8,'''"14.7"''','''"79"''','''"13.1"'''
'2015-10-30 12:00:00',22719,16.3,'''"12.7"''','''"64"''','''"9.5"'''
'2015-10-31 12:00:00',22719,17,'''"14"''','''"70"''','''"11.5"'''
